date_time,traffic_volume,Day sin,Day cos,Year sin,Year cos,temp,clouds_all,rain_1h,snow_1h,is_weekend,is_holiday,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,dayofweek,day,month,year,day_hour
2012-10-03 06:00:00,5673,0.5000000000096377,-0.8660254037788743,-0.9992174943685956,0.039552483458634706,278.23,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,6
2012-10-03 08:00:00,6511,7.132515782740194e-12,-1.0,-0.9991597665919832,0.04098488530975151,278.12,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,8
2012-10-03 09:00:00,5471,-0.2588190450905333,-0.9659258262922803,-0.9991301326783015,0.0417010548336566,282.48,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,9
2012-10-03 12:00:00,5097,-0.8660254037848686,-0.4999999999992553,-0.9990381510192475,0.0438494333833755,291.97,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,12
2012-10-03 13:00:00,4887,-0.9659258262879248,-0.2588190451067882,-0.9990064638794024,0.044565514999519204,293.23,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,13
2012-10-03 14:00:00,5337,-1.0,-9.695859934334714e-12,-0.9989742634730573,0.04528157371892828,294.31,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,14
2012-10-03 15:00:00,5692,-0.9659258262891774,0.25881904510211334,-0.9989415498167562,0.04599760917370825,295.17,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,15
2012-10-03 16:00:00,6137,-0.8660254037872884,0.49999999999506395,-0.9989083229273066,0.04671362099597661,295.13,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,16
2012-10-03 18:00:00,4623,-0.5000000000014753,0.866025403783587,-0.9988403295175077,0.0481455722715661,293.66,20,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,2,3,10,2012,18
2012-10-03 19:00:00,3591,-0.25881904510926423,0.9659258262872614,-0.9988055630320946,0.048861510989126875,290.65,20,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,2,3,10,2012,19
2012-10-03 20:00:00,2898,-1.2259204085929232e-11,1.0,-0.9987702833833998,0.04957742460276928,288.19,20,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,2,3,10,2012,20
2012-10-03 21:00:00,2637,0.2588190450996373,0.9659258262898409,-0.9987344905895492,0.05029331274467339,287.1,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,21
2012-10-03 22:00:00,1777,0.499999999992844,0.8660254037885702,-0.9986981846689325,0.05100917504703239,286.25,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,22
2012-10-03 23:00:00,1015,0.7071067811872624,0.7071067811858326,-0.9986613656402027,0.05172501114205271,285.26,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,2,3,10,2012,23
2012-10-04 00:00:00,598,0.8660254037823052,0.5000000000036952,-0.9986240335222765,0.05244082066195427,284.55,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,0
2012-10-04 01:00:00,369,0.965925826286598,0.2588190451117402,-0.9985861883343343,0.053156603238970625,283.47,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,1
2012-10-04 02:00:00,312,1.0,2.706330091568991e-13,-0.9985478300958203,0.053872358505349195,283.17,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,2
2012-10-04 03:00:00,367,0.9659258262905044,-0.2588190450971613,-0.9985089588264418,0.054588086093351404,282.04,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,3
2012-10-04 04:00:00,835,0.8660254037898518,-0.4999999999906241,-0.9984695745461701,0.055303785635252914,281.69,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,4
2012-10-04 05:00:00,2726,0.7071067811876451,-0.7071067811854499,-0.99842967727524,0.0560194567633438,281.32,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,5
2012-10-04 06:00:00,5689,0.500000000005915,-0.8660254037810236,-0.9983892670341497,0.05673509910992872,280.74,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,6
2012-10-04 07:00:00,6990,0.2588190451142162,-0.9659258262859345,-0.9983483438436577,0.05745071230738388,280.57,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,7
2012-10-04 08:00:00,5985,2.8339771607514177e-12,-1.0,-0.998306907724796,0.05816629598793022,281.86,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,8
2012-10-04 09:00:00,5309,-0.25881904509468534,-0.9659258262911677,-0.9982649586988505,0.058881849783974066,284.98,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,9
2012-10-04 10:00:00,4603,-0.5000000000010065,-0.8660254037838575,-0.9982224967873732,0.059597373327880385,289.18,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,10
2012-10-04 11:00:00,4884,-0.7071067811836373,-0.7071067811894577,-0.9981795220121803,0.060312866252029654,291.55,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,11
2012-10-04 12:00:00,5104,-0.8660254037797419,-0.500000000008135,-0.9981360343953513,0.06102832818881811,294.97,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,12
2012-10-04 13:00:00,5178,-0.9659258262890373,-0.25881904510263615,-0.9980920339592291,0.06174375877065789,296.38,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,13
2012-10-04 14:00:00,5501,-1.0,-5.397321312345937e-12,-0.99804752072642,0.062459157629977245,297.32,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,14
2012-10-04 15:00:00,5713,-0.9659258262918312,0.2588190450922093,-0.9980024947197939,0.06317452439922074,298.17,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,3,4,10,2012,15
2012-10-04 16:00:00,6292,-0.8660254037851393,0.4999999999987866,-0.9979569559624842,0.06388985871084939,298.06,20,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,3,4,10,2012,16
2012-10-04 17:00:00,6057,-0.7071067811912704,0.7071067811818248,-0.9979109044778877,0.06460516019734093,297.67,20,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,3,4,10,2012,17
2012-10-04 18:00:00,4907,-0.5000000000103549,0.8660254037784603,-0.9978643402896645,0.06532042849118994,296.36,40,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,3,4,10,2012,18
2012-10-04 19:00:00,3503,-0.25881904510511217,0.965925826288374,-0.9978172634217383,0.06603566322490803,293.85,40,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,3,4,10,2012,19
2012-10-04 20:00:00,3037,-7.960665463940456e-12,1.0,-0.9977696738982959,0.0667508640310241,292.43,40,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,3,4,10,2012,20
2012-10-04 21:00:00,2822,0.2588190451037894,0.9659258262887284,-0.9977215717437841,0.06746603054214119,291.77,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,3,4,10,2012,21
2012-10-04 22:00:00,1992,0.49999999999656664,0.8660254037864209,-0.9976729569829241,0.06818116239070975,291.36,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,3,4,10,2012,22
2012-10-04 23:00:00,1166,0.7071067811800122,0.7071067811930828,-0.9976238296406895,0.06889625920936825,291.12,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,3,4,10,2012,23
2012-10-05 00:00:00,627,0.8660254037844545,0.4999999999999725,-0.9975741897423207,0.06961132063071643,290.63,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,0
2012-10-05 01:00:00,388,0.9659258262877105,0.25881904510758813,-0.9975240373133214,0.07032634628737221,290.46,40,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,1
2012-10-05 03:00:00,368,0.9659258262893918,-0.25881904510131337,-0.9974221949667637,0.07175628883717029,289.26,0,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,4,5,10,2012,3
2012-10-05 05:00:00,2489,0.7071067811948953,-0.7071067811781997,-0.9973183028103132,0.07318608392007676,283.21,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,5
2012-10-05 06:00:00,5537,0.5000000000021925,-0.8660254037831728,-0.9972655881199354,0.07390092524318906,282.24,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,6
2012-10-05 07:00:00,6628,0.25881904511006415,-0.965925826287047,-0.9972123610574796,0.07461572859770894,281.69,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,7
2012-10-05 08:00:00,5534,-1.4645614612373587e-12,-1.0,-0.9971586216502927,0.07533049361638693,280.57,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,8
2012-10-05 09:00:00,5403,-0.2588190450988374,-0.9659258262900552,-0.9971043699259846,0.07604521993199323,280.02,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,9
2012-10-05 10:00:00,4770,-0.4999999999921268,-0.8660254037889843,-0.9970496059124287,0.07675990717731794,280.11,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,10
2012-10-05 11:00:00,5217,-0.7071067811866768,-0.7071067811864182,-0.9969943296377572,0.07747455498522787,280.0,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,11
2012-10-05 12:00:00,5870,-0.8660254037818912,-0.5000000000044124,-0.9969385411303784,0.07818916298844011,280.53,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,12
2012-10-05 13:00:00,5967,-0.9659258262863836,-0.25881904511254017,-0.9968822404189508,0.07890373081986223,281.43,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,13
2012-10-05 14:00:00,6108,-1.0,-1.09878269035716e-12,-0.9968254275324003,0.07961825811236571,281.78,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,14
2012-10-05 15:00:00,6128,-0.9659258262907187,0.2588190450963614,-0.9967681024999163,0.08033274449884292,281.91,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,15
2012-10-05 16:00:00,6069,-0.8660254037902659,0.4999999999899069,-0.9967102653509509,0.08104718961220721,281.73,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,16
2012-10-05 17:00:00,6169,-0.7071067811882308,0.7071067811848643,-0.9966519161152195,0.08176159308539313,281.42,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,17
2012-10-05 18:00:00,5384,-0.5000000000066323,0.8660254037806095,-0.9965930548227007,0.08247595455135667,280.87,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,18
2012-10-05 19:00:00,4063,-0.2588190451009601,0.9659258262894864,-0.996533681503636,0.08319027364307534,280.15,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,19
2012-10-05 20:00:00,3364,-3.662126841951679e-12,1.0,-0.99647379618853,0.08390454999354847,279.78,90,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,20
2012-10-05 21:00:00,2971,0.25881904509388537,0.9659258262913821,-0.9964133989081505,0.08461878323579733,279.65,75,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,21
2012-10-05 22:00:00,2450,0.5000000000002893,0.8660254037842716,-0.9963524896935282,0.08533297300286533,279.22,40,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,22
2012-10-05 23:00:00,1832,0.7071067811830517,0.7071067811900433,-0.9962910685759568,0.08604711892781823,279.06,40,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,4,5,10,2012,23
2012-10-06 00:00:00,1231,0.8660254037793278,0.5000000000088523,-0.9962291355869931,0.08676122064374431,278.81,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,0
2012-10-06 01:00:00,718,0.9659258262888231,0.25881904510343606,-0.9961666907584519,0.08747527778381119,278.55,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,1
2012-10-06 02:00:00,545,1.0,6.2254709935461974e-12,-0.9961037341224257,0.08818928998103952,278.59,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,2
2012-10-06 04:00:00,411,0.8660254037855533,-0.4999999999980694,-0.9959762855575494,0.0896171780798016,276.99,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,4
2012-10-06 05:00:00,688,0.7071067811918559,-0.7071067811812392,-0.9959117936941794,0.09033105324771937,276.35,20,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,5
2012-10-06 06:00:00,1352,0.4999999999984698,-0.8660254037853221,-0.9958467901542798,0.09104488200562359,275.4,1,0.0,0.0,1,1,True,False,False,False,False,False,False,False,False,False,False,5,6,10,2012,6
2012-10-06 07:00:00,2072,0.2588190451059121,-0.9659258262881596,-0.9957812749712478,0.09175866398676548,275.17,1,0.0,0.0,1,1,True,False,False,False,False,False,False,False,False,False,False,5,6,10,2012,7
2012-10-06 08:00:00,3342,8.788815145140717e-12,-1.0,-0.9957152481787438,0.09247239882442032,274.99,1,0.0,0.0,1,1,True,False,False,False,False,False,False,False,False,False,False,5,6,10,2012,8
2012-10-06 09:00:00,4258,-0.2588190451029895,-0.9659258262889427,-0.9956487098106906,0.0931860861518876,275.09,40,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,9
2012-10-06 10:00:00,4861,-0.4999999999958495,-0.866025403786835,-0.9955816599012745,0.09389972560249121,276.88,20,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,10
2012-10-06 11:00:00,5191,-0.7071067811794266,-0.7071067811936684,-0.9955140984849437,0.09461331680957964,278.04,20,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,11
2012-10-06 12:00:00,5669,-0.8660254037840405,-0.5000000000006897,-0.9954460255964099,0.0953268594065262,279.08,40,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,12
2012-10-06 13:00:00,5074,-0.9659258262874961,-0.2588190451083881,-0.9953774412706474,0.09604035302672911,280.12,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,13
2012-10-06 14:00:00,5025,-1.0,-1.1352159296735235e-11,-0.9953083455428934,0.09675379730361182,280.25,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,14
2012-10-06 15:00:00,5153,-0.9659258262896061,0.25881904510051346,-0.9952387384486419,0.09746719187067965,280.0,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,15
2012-10-06 16:00:00,5024,-0.8660254037881167,0.49999999999362954,-0.9951686200236665,0.09818053636129377,279.06,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,16
2012-10-06 17:00:00,4779,-0.7071067811851912,0.7071067811879038,-0.995097990303987,0.09889383040901081,278.91,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,17
2012-10-06 18:00:00,4362,-0.5000000000029097,0.8660254037827587,-0.9950268493258914,0.09960707364735671,278.39,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,18
2012-10-06 19:00:00,3860,-0.25881904511086407,0.9659258262868327,-0.9949551971259301,0.10032026570988353,278.16,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,19
2012-10-06 20:00:00,3160,6.364117800370979e-13,1.0,-0.9948830337409165,0.10103340623016963,278.16,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,20
2012-10-06 21:00:00,2992,0.2588190450980375,0.9659258262902696,-0.9948103592079264,0.10174649484181984,277.93,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,21
2012-10-06 22:00:00,3202,0.4999999999914096,0.8660254037893983,-0.9947371735642984,0.10245953117846568,276.9,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,22
2012-10-06 23:00:00,1941,0.7071067811860913,0.7071067811870038,-0.9946634768476335,0.10317251487376548,276.34,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,5,6,10,2012,23
2012-10-07 00:00:00,1233,0.8660254037814771,0.5000000000051296,-0.9945892690957954,0.10388544556140467,276.11,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,0
2012-10-07 03:00:00,323,0.965925826290933,-0.2588190450955615,-0.9943635800118169,0.10602391591562227,275.73,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,3
2012-10-07 04:00:00,312,0.8660254037906799,-0.4999999999891897,-0.9942873285031737,0.10673663091002057,275.65,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,4
2012-10-07 05:00:00,627,0.7071067811888163,-0.7071067811842787,-0.9942105661526075,0.1074492910656541,275.51,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,5
2012-10-07 06:00:00,1508,0.5000000000073495,-0.8660254037801954,-0.9941332929995693,0.10816189601626143,275.05,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,6
2012-10-07 07:00:00,1539,0.25881904510176,-0.9659258262892721,-0.9940555090837541,0.1088744453957791,274.77,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,7
2012-10-07 08:00:00,2232,4.49027652315194e-12,-1.0,-0.9939772144451255,0.10958693883811564,274.77,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,8
2012-10-07 09:00:00,4568,-0.25881904509308545,-0.9659258262915965,-0.9938984091239096,0.11029937597720835,275.55,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,9
2012-10-07 10:00:00,4624,-0.4999999999995721,-0.8660254037846857,-0.9938190931605947,0.11101175644702345,276.24,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,10
2012-10-07 11:00:00,4529,-0.7071067811824662,-0.7071067811906289,-0.9937392665959314,0.11172407988155625,277.01,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,11
2012-10-07 12:00:00,5139,-0.8660254037789138,-0.5000000000095695,-0.9936589294709329,0.11243634591483141,277.43,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,12
2012-10-07 13:00:00,6640,-0.9659258262886087,-0.25881904510423603,-0.9935780818268745,0.11314855418090304,278.45,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,13
2012-10-07 14:00:00,6589,-1.0,-7.053620674746458e-12,-0.9934967237052938,0.11386070431385495,279.27,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,14
2012-10-07 15:00:00,4429,-0.9659258262922599,0.2588190450906095,-0.9934148551479909,0.1145727959478008,279.27,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,15
2012-10-07 16:00:00,4329,-0.8660254037859674,0.4999999999973522,-0.9933324761970277,0.11528482871688435,279.44,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,16
2012-10-07 17:00:00,3833,-0.7071067811924415,0.7071067811806536,-0.9932495868947289,0.11599680225527953,279.32,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,17
2012-10-07 18:00:00,4015,-0.499999999999187,0.866025403784908,-0.9931661872836809,0.11670871619719077,279.27,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,18
2012-10-07 19:00:00,3382,-0.258819045106712,0.9659258262879452,-0.9930822774067259,0.11742057017690954,278.11,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,19
2012-10-07 20:00:00,2815,-9.616964826340978e-12,1.0,-0.9929978573069883,0.11813236382858876,276.79,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,20
2012-10-07 21:00:00,2110,0.25881904510218956,0.965925826289157,-0.9929129270278344,0.11884409678658171,275.73,90,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,21
2012-10-07 22:00:00,1555,0.4999999999951323,0.866025403787249,-0.9928274866128994,0.11955576868521639,274.88,75,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,22
2012-10-07 23:00:00,959,0.7071067811788411,0.7071067811942541,-0.9927415361060807,0.12026737915885219,273.92,20,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,6,7,10,2012,23
2012-10-08 00:00:00,455,0.8660254037836264,0.5000000000014069,-0.9926550755515378,0.12097892784188004,273.08,20,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,0,8,10,2012,0
2012-10-08 01:00:00,336,0.9659258262872819,0.258819045109188,-0.9925681049936919,0.12169041436872263,272.62,20,0.0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,0,8,10,2012,1
2012-10-08 02:00:00,265,1.0,1.2180308977935496e-11,-0.9924806244772266,0.12240183837383457,271.78,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,0,8,10,2012,2
2012-10-08 03:00:00,314,0.9659258262898205,-0.25881904509971354,-0.9923926340470873,0.12311319949170262,271.05,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,0,8,10,2012,3
2012-10-08 04:00:00,779,0.8660254037885307,-0.49999999999291234,-0.9923041337484816,0.1238244973568458,270.63,1,0.0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,0,8,10,2012,4
